,index,epoch,Metric
239,hrnet_w64_ArcFace_SGD_0.1_cosine,10,0.17686274509803923
240,gluon_xception65_CosFace_AdamW_0.001_cosine,10,0.22228758169934637
241,inception_v4_ArcFace_SGD,10,0.683562091503268
242,convit_base_CosFace_AdamW_0.001_cosine,10,0.05833333333333335
243,coat_lite_small_ArcFace_AdamW_0.001_cosine,10,0.3526470588235294
244,ig_resnext101_32x8d_CosFace_SGD,10,0.20924836601307184
245,fbnetv3_g_MagFace_SGD,10,0.3782352941176471
246,vgg19_bn_ArcFace_AdamW_0.001_cosine,10,0.26303921568627453
247,tf_efficientnet_b7_ns_CosFace_SGD,10,0.11519607843137258
248,rexnet_200_ArcFace_AdamW,10,1.0
249,mobilenetv3_large_100_MagFace_SGD,10,1.0
250,swin_base_patch4_window7_224_CosFace_AdamW,10,0.24320261437908497
251,mobilenetv3_large_100_CosFace_AdamW_0.001_cosine,10,0.15565359477124185
252,ese_vovnet39b_ArcFace_AdamW_0.001_cosine,10,0.25450980392156863
253,inception_resnet_v2_ArcFace_AdamW,10,0.2744444444444445
254,ghostnet_100_MagFace_SGD,10,0.6846078431372549
255,resnetrs101_CosFace_AdamW,10,0.5226470588235295
256,inception_v4_CosFace_AdamW,10,0.6108823529411764
257,swin_base_patch4_window7_224_ArcFace_AdamW_0.001_cosine,10,1.0
258,hrnet_w64_CosFace_sgd,10,0.09640522875816993
259,vgg19_MagFace_AdamW,10,1.0
260,gluon_xception65_CosFace_Adam,10,0.9468627450980392
261,gluon_xception65_CosFace_AdamW,10,0.31509803921568624
262,convit_base_MagFace_AdamW_0.001_cosine,10,0.9005228758169934
263,cspdarknet53_CosFace_adam,10,0.10676470588235298
264,xception65_ArcFace_SGD,10,0.22437908496732029
265,cspdarknet53_MagFace_AdamW_0.001_cosine,10,0.23114379084967318
266,xception65_MagFace_AdamW_0.001_cosine,10,0.2654901960784314
267,fbnetv3_g_ArcFace_AdamW,10,1.0
268,hrnet_w64_MagFace_AdamW_0.001_cosine,10,0.2760457516339869
269,coat_lite_small_ArcFace_SGD,10,0.6097385620915032
270,dla102x2_CosFace_sgd,10,0.11614379084967319
271,dla102x2_CosFace_SGD,10,0.12032679738562091
272,resnetrs101_CosFace_AdamW_0.001_cosine,10,0.15225490196078428
273,dpn107_ArcFace_AdamW,10,0.2206535947712418
274,vgg19_bn_MagFace_AdamW,10,0.2766339869281046
275,vgg19_bn_MagFace_SGD,10,0.302875816993464
276,xception65_CosFace_SGD,10,0.18424836601307193
277,convit_base_CosFace_AdamW,10,0.05401960784313731
278,gluon_inception_v3_MagFace_AdamW_0.001_cosine,10,0.2584313725490196
279,gluon_inception_v3_CosFace_AdamW,10,0.4923202614379085
280,inception_resnet_v2_MagFace_AdamW,10,0.3020588235294117
281,inception_v4_CosFace_AdamW_0.001_cosine,10,0.39418300653594773
282,vgg19_CosFace_AdamW_0.001_cosine,10,1.0
283,xception_MagFace_AdamW_0.001_cosine,10,0.278202614379085
284,xception65_CosFace_SGD_0.1_cosine,10,0.18101307189542482
285,ese_vovnet39b_CosFace_SGD,10,0.1020915032679739
286,jx_nest_base_CosFace_SGD,10,0.2340849673202614
287,vgg19_bn_CosFace_AdamW,10,0.2817647058823529
288,vgg19_bn_ArcFace_SGD_0.1_cosine,10,0.24483660130718954
289,tf_efficientnet_b7_ns_ArcFace_SGD_0.1_cosine,10,0.8720915032679739
290,gluon_inception_v3_CosFace_SGD,10,0.20303921568627448
291,convit_base_CosFace_SGD,10,0.18513071895424837
292,xception_CosFace_SGD,10,0.21120915032679743
293,mobilenetv3_large_100_MagFace_AdamW_0.001_cosine,10,0.3357516339869281
294,gluon_xception65_MagFace_SGD,10,0.2558169934640523
295,dpn107_ArcFace_SGD,10,0.05869281045751629
296,rexnet_200_MagFace_SGD,10,0.19637254901960788
297,ghostnet_100_ArcFace_AdamW,10,0.9564705882352941
298,swin_base_patch4_window7_224_ArcFace_AdamW,10,0.49107843137254903
299,gluon_xception65_CosFace_SGD_0.1_cosine,10,0.22274509803921572
300,legacy_senet154_ArcFace_SGD_0.1_cosine,10,0.31647058823529417
301,dpn107_CosFace_SGD_0.1_cosine,10,0.022450980392156872
302,cspdarknet53_CosFace_AdamW,10,0.14555555555555555
303,dpn107_MagFace_SGD,10,0.08908496732026139
304,hrnet_w64_ArcFace_SGD,10,0.19728758169934646
305,visformer_small_ArcFace_SGD,10,1.0
306,mobilenetv3_large_100_CosFace_RMSpropTF,10,0.37267973856209147
307,gluon_inception_v3_ArcFace_SGD_0.1_cosine,10,0.31699346405228757
308,tnt_s_patch16_224_ArcFace_SGD,10,0.8557516339869281
309,vgg19_CosFace_SGD_0.1_cosine,10,0.2560130718954249
310,visformer_small_CosFace_AdamW_0.001_cosine,10,0.9844771241830066
311,ig_resnext101_32x8d_MagFace_AdamW,10,0.28584967320261434
312,xception65_MagFace_AdamW,10,0.24163398692810456
313,ig_resnext101_32x8d_MagFace_SGD,10,0.2928758169934641
314,tf_efficientnet_b7_ns_CosFace_AdamW,10,0.0913725490196079
315,tf_efficientnet_b7_ns_CosFace_AdamW_0.001_cosine,10,0.1891176470588235
316,selecsls60b_MagFace_SGD,10,0.2852614379084968
317,swin_base_patch4_window7_224_MagFace_AdamW,10,0.2795424836601307
318,vgg19_CosFace_AdamW,10,1.0
319,xception65_CosFace_Adam,10,0.9646078431372549
320,convit_base_ArcFace_SGD_0.1_cosine,10,1.0
321,xception65_CosFace_AdamW,10,0.345
322,hrnet_w64_ArcFace_AdamW_0.001_cosine,10,0.2833006535947712
323,dla102x2_ArcFace_SGD,10,0.23049019607843135
324,swin_base_patch4_window7_224_MagFace_AdamW_0.001_cosine,10,0.9938888888888889
325,swin_base_patch4_window7_224_CosFace_SGD,10,0.9722875816993464
326,rexnet_200_MagFace_SGD_0.1_cosine,10,0.07199346405228757
327,xception65_ArcFace_SGD_0.1_cosine,10,0.21715686274509804
328,fbnetv3_g_MagFace_AdamW_0.001_cosine,10,0.32320261437908493
329,gluon_inception_v3_CosFace_AdamW_0.001_cosine,10,0.2241830065359477
330,cspdarknet53_ArcFace_SGD_0.1_cosine,10,0.21058823529411763
331,gluon_xception65_CosFace_SGD,10,0.22274509803921572
332,ig_resnext101_32x8d_CosFace_AdamW_0.001_cosine,10,0.20771241830065357
333,vgg19_bn_ArcFace_AdamW,10,0.3031045751633987
334,dla102x2_MagFace_AdamW_0.001_cosine,10,0.29366013071895425
335,hrnet_w64_CosFace_AdamW_0.001_cosine,10,0.08787581699346403
336,legacy_senet154_MagFace_SGD_0.1_cosine,10,0.263921568627451
337,dla102x2_MagFace_SGD,10,0.22166666666666668
338,gluon_inception_v3_ArcFace_AdamW_0.001_cosine,10,0.27660130718954246
339,Checkpoints_Edges_248_LR_0.09532880096168164_Head_CosFace_Optimizer_SGD,10,0.07980392156862748
340,ig_resnext101_32x8d_MagFace_AdamW_0.001_cosine,10,0.3266013071895425
341,selecsls60b_CosFace_Adam,10,0.9499673202614379
342,mobilenetv3_large_100_ArcFace_SGD,10,0.37006535947712416
343,selecsls60b_CosFace_SGD,10,0.21944444444444444
344,resnetrs101_ArcFace_AdamW_0.001_cosine,10,0.29323529411764704
345,ig_resnext101_32x8d_CosFace_AdamW,10,0.2231372549019608
346,coat_lite_small_ArcFace_AdamW,10,1.0
347,tnt_s_patch16_224_ArcFace_SGD_0.1_cosine,10,1.0
348,xception_CosFace_AdamW,10,0.25970588235294123
349,tf_efficientnet_b7_ns_CosFace_rmsproptf,10,0.13075163398692813
350,ig_resnext101_32x8d_MagFace_SGD_0.1_cosine,10,0.29866013071895425
351,ese_vovnet39b_CosFace_AdamW_0.001_cosine,10,0.11692810457516345
352,resnetrs101_CosFace_SGD_0.1_cosine,10,0.14859477124183007
353,inception_resnet_v2_ArcFace_AdamW_0.001_cosine,10,0.31689542483660127
354,vgg19_ArcFace_AdamW_0.001_cosine,10,0.322875816993464
355,selecsls60b_ArcFace_SGD,10,0.32052287581699346
356,xception65_ArcFace_AdamW,10,0.2913071895424837
