,index,epoch,Error,Disparity,model
236,xception_MagFace_AdamW_rank_by_id_val,99,0.2181115767417496,0.07489139878366635,xception
121,xception_ArcFace_AdamW_0.001_cosine_rank_by_id_val,99,0.41402566788894707,0.25132075471698134,xception
192,xception_MagFace_AdamW_0.001_cosine_rank_by_id_val,99,0.39333420639078054,0.2154471544715446,xception
87,xception65_MagFace_AdamW_0.001_cosine_rank_by_id_val,99,0.36982713462545835,0.20733944954128436,xception65
64,xception65_ArcFace_SGD_rank_by_id_val,99,0.22655840754321635,0.09916474142527099,xception65
178,xception65_MagFace_AdamW_rank_by_id_val,99,0.32949188056574125,0.09965142505638713,xception65
204,xception65_CosFace_SGD_rank_by_id_val,99,0.28751964379256156,0.1563614744351962,xception65
91,xception65_CosFace_AdamW_rank_by_id_val,99,0.5192509167103195,0.18511904761904763,xception65
224,xception65_MagFace_SGD_0.1_cosine_rank_by_id_val,99,0.3399685699319015,0.17945945945945962,xception65
151,xception65_CosFace_AdamW_0.001_cosine_rank_by_id_val,99,0.35856469355683607,0.09048228766538635,xception65
118,xception65_ArcFace_AdamW_rank_by_id_val,99,0.40263226820324777,0.11523301646185935,xception65
281,xception65_ArcFace_AdamW_0.001_cosine_rank_by_id_val,99,0.4066919853326349,0.2433770735330527,xception65
39,xception65_MagFace_SGD_rank_by_id_val,99,0.338855421686747,0.1878656554712892,xception65
