,index,epoch,Error,Disparity,model
317,dla102x2_MagFace_AdamW_rank_by_id_val,99,0.2817574646411734,0.4418071697495498,dla102x2
334,dla102x2_ArcFace_SGD_rank_by_id_val,99,0.3394447354635935,0.45284378228481326,dla102x2
197,dla102x2_MagFace_AdamW_0.001_cosine_rank_by_id_val,99,0.3514929282346778,0.38815608683704317,dla102x2
246,dla102x2_ArcFace_AdamW_0.001_cosine_rank_by_id_val,99,0.37683342063907804,0.3408504594336068,dla102x2
187,dla102x2_CosFace_AdamW_0.001_cosine_rank_by_id_val,99,0.20586694604504976,0.244416158763193,dla102x2
327,dla102x2_CosFace_AdamW_rank_by_id_val,99,0.15531691985332635,0.3053496163406464,dla102x2
345,dla102x2_MagFace_SGD_rank_by_id_val,99,0.35142744892613936,0.5027067332786518,dla102x2
353,dla102x2_ArcFace_AdamW_rank_by_id_val,99,0.32654531168150863,0.47616188084579825,dla102x2
301,dla102x2_CosFace_sgd_rank_by_id_val,99,0.14045311681508643,0.45026699711285423,dla102x2
309,dpn107_MagFace_SGD_rank_by_id_val,99,0.15413829229963333,0.5211162443417798,dpn107
326,dpn107_MagFace_AdamW_rank_by_id_val,99,0.49044002095337874,0.4326543756541341,dpn107
333,dpn107_CosFace_sgd_rank_by_id_val,99,0.07071765322158198,0.49354571581664963,dpn107
342,dpn107_CosFace_AdamW_rank_by_id_val,99,0.05264536406495547,0.4513461031333157,dpn107
219,dpn107_MagFace_SGD_0.1_cosine_rank_by_id_val,99,0.09749869041382923,0.32567274230782484,dpn107
78,dpn107_ArcFace_SGD_0.1_cosine_rank_by_id_val,99,0.179020429544264,0.3320980774589023,dpn107
303,dpn107_ArcFace_SGD_rank_by_id_val,99,0.08492666317443688,0.45853046248913776,dpn107
102,dpn107_CosFace_SGD_0.1_cosine_rank_by_id_val,99,0.03621005762179151,0.416827077317934,dpn107
103,dpn107_MagFace_AdamW_0.001_cosine_rank_by_id_val,99,0.3922865374541645,0.42149263422750693,dpn107
318,dpn107_ArcFace_AdamW_rank_by_id_val,99,0.4428365636458879,0.45191386711128445,dpn107
