Model	config_file	seed	epoch
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	0
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	1
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	2
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	3
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	4
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	5
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	6
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	7
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	8
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	9
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	10
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	11
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	12
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	13
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	14
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	15
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	16
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	17
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	18
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	19
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	20
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	21
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	22
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	23
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	24
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	25
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	26
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	27
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	28
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	29
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	30
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	31
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	32
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	33
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	34
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	35
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	36
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	37
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	38
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	39
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	40
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	41
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	42
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	43
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	44
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	45
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	46
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	47
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	48
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	49
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	50
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	51
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	52
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	53
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	54
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	55
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	56
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	57
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	58
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	59
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	60
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	61
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	62
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	63
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	64
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	65
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	66
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	67
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	68
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	69
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	70
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	71
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	72
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	73
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	74
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	75
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	76
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	77
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	78
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	79
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	80
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	81
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	82
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	83
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	84
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	85
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	86
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	87
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	88
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	89
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	90
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	91
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	92
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	93
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	94
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	95
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	96
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	97
resnetrs101	configs_unified_lr/resnetrs101/config_resnetrs101_MagFace_AdamW_0.001_cosine.yaml	222	98
